MethodIndex,MethodId,Branch,StateCount,UniquePhaseCount,PowerDesignRank,PowerDesignCondition,Recoverable,Canonical,MedianValidFraction,MedianTrainingFitNmseDb,MedianHeldOutFitNmseDb,Branch1Coherence,Branch1PhaseRmseDeg,Branch1ComplexNmseDb,Branch1MagnitudeNrmse,Branch2Coherence,Branch2PhaseRmseDeg,Branch2ComplexNmseDb,Branch2MagnitudeNrmse,Branch3Coherence,Branch3PhaseRmseDeg,Branch3ComplexNmseDb,Branch3MagnitudeNrmse,Branch4CanonicalCoherence,Branch4CanonicalPhaseRmseDeg,Branch4CanonicalComplexNmseDb,Branch4CanonicalMagnitudeNrmse,ValidDoaCount,MedianDoaAngularErrorDeg,ValidLocalizationCount,TwoStationValidCount,TwoStationMedianErrorM,TwoStationMinErrorM,TwoStationMaxErrorM,TwoStationMedianRayRmsM,ThreeStationValidCount,ThreeStationMedianErrorM,ThreeStationMinErrorM,ThreeStationMaxErrorM,ThreeStationMedianRayRmsM,FourStationValidCount,FourStationErrorM,FourStationRayRmsM,FourStationEstimatedY_M,ForwardLocalizationCount
116,B4_K04_I01-03-05-08,Branch4,4,4,3,1.84282769753824,1,0,0.921130952380952,-31.4020845174981,-22.8369674004729,0.88092763200636,29.1011649328807,-6.547626217308,0.339555460746804,0.703491760601955,51.263982789657,-2.96623262590141,0.504563812080726,0.84965248605488,32.5991560462594,-5.56345291613104,0.368458404894208,0.927186464567486,22.7894718349692,-8.53317451731591,0.269948448446665,4,10.044186118118,11,6,1.20379383928724,0.71004072091607,1.77128273545325,0.206623723032575,4,1.13842730507762,0.77399724367294,1.42795420512372,0.263734212799684,1,1.14988213504815,0.273255146085349,1.97305393633079,11
117,B4_K04_I01-03-05-09,Branch4,4,3,3,2.63912204644935,1,0,0.90625,-31.5234657793088,-21.6221607347637,0.850875855972143,37.1408527676293,-5.59074752620681,0.350900005695419,0.67896809573569,56.2913646044134,-2.68493179322814,0.505978752675399,0.826518557084793,39.7392535617347,-4.9952541077645,0.391158194123003,0.874552671837906,35.4938347869059,-6.28680719011027,0.324397858913373,4,9.9525441413269,11,6,1.19002214608861,0.672122931645461,1.74308043262676,0.195109462749131,4,1.10862511930518,0.74497029757717,1.38156092463681,0.251703746228898,1,1.14002238216966,0.266417820373471,1.98353749029999,11
118,B4_K04_I01-03-06-07,Branch4,4,4,3,1.84282769753824,1,0,0.921875,-31.2787290809441,-22.6874286274902,0.888287207615133,26.6005749247455,-6.92937042513554,0.340263029327884,0.722175247496529,51.0698239316288,-3.20691457855233,0.48710686276207,0.867417521183321,29.0626072149973,-6.13738381204111,0.369984329813694,0.935431722443347,20.5155218865984,-9.04121950317174,0.271203593224455,4,10.1481313885875,11,6,1.18575244414161,0.726884246427546,1.72565369078406,0.163902301542851,4,1.1285436431725,0.765494071514973,1.34086236602401,0.245335049468079,1,1.15007633294119,0.260646038926555,1.97327504517936,11
119,B4_K04_I01-03-06-08,Branch4,4,4,3,1.71198246026788,1,0,0.936755952380952,-31.371545721615,-23.0398954174123,0.897102971742915,26.3297861275984,-7.14429945181321,0.326382929530522,0.732209790853934,51.5845781466716,-3.33662984287634,0.489804537634913,0.87195108281712,30.6080037764273,-6.22099818352241,0.362272987515707,0.937603538968673,21.9723538136972,-9.19806537524065,0.236732598659092,4,10.0204945012197,11,6,1.18738046231863,0.713498157729556,1.76183331512359,0.173906066768434,4,1.14715501959435,0.764175421272003,1.35902166906093,0.244127495560213,1,1.15465615353645,0.262414310170665,1.96992088326412,11
120,B4_K04_I01-03-06-09,Branch4,4,3,3,1.96630756754375,1,0,0.929315476190476,-31.4705873539248,-22.7106310512299,0.877658825473859,29.5925133886908,-6.43945751163056,0.328669688170398,0.732235576658275,49.2971324176033,-3.33727206976896,0.480663946522297,0.865451630626407,31.5912306494578,-6.05667586075437,0.356394266858406,0.913328968437484,25.3436950968565,-7.8049687915696,0.299522311976538,4,10.0204945012197,11,6,1.17902218887321,0.713498157729556,1.73756648517541,0.170394426780387,4,1.13306169487864,0.764175421272003,1.35288425378741,0.24211686332736,1,1.1451746799374,0.259195895527373,1.97967499015111,11
121,B4_K04_I01-03-07-08,Branch4,4,4,3,2.86467557480933,1,0,0.889880952380952,-31.4984990360738,-21.1723280169609,0.840583697309656,31.8130327627487,-5.3345072111205,0.395083494857218,0.693919936224928,50.7785424282415,-2.86132253036589,0.524538941465572,0.814924162711421,36.3531413789468,-4.74036394970018,0.419958586159803,0.874484040184824,28.3268661643166,-6.28973047784557,0.34941982201,4,10.2141512036204,11,6,1.21526495474689,0.70158495300682,1.79291380720811,0.166659869186417,4,1.17714556069448,0.719535590835179,1.38641850775871,0.253343517481239,1,1.19093008990345,0.269613310079565,1.93137101028583,11
122,B4_K04_I01-03-07-09,Branch4,4,3,3,2.6180339887499,1,0,0.907738095238095,-31.3946760381064,-21.6585744550093,0.866891809536724,31.4330006299757,-6.07245873040971,0.347406211123822,0.716801770428471,51.9195276387564,-3.15086394204668,0.491743831338872,0.845251233700057,33.7857246504756,-5.45998195713816,0.369752007787808,0.882874978123663,28.3602176571833,-6.57136418730763,0.343573292612559,4,10.2444443997152,11,6,1.20178965382912,0.712779754703569,1.72492616157459,0.170621958332828,4,1.1286843343143,0.744373937028061,1.35767989719072,0.2422155998262,1,1.16387784457402,0.26153433363684,1.95858843677768,11
123,B4_K04_I01-03-08-09,Branch4,4,3,3,5.90198950474449,1,0,0.86235119047619,-31.3357356343718,-17.3849236499216,0.752648300718612,48.1293544849374,-3.63125023317524,0.453711900857139,0.622504857618134,57.8185625836532,-2.13006054239887,0.573144374274848,0.740072051771723,50.7443447199769,-3.44652451256379,0.470157253969182,0.761625110463668,48.4801582495701,-3.76884997919183,0.458647068276127,4,10.0543341125054,11,6,1.14725226392796,0.727838663664376,1.6411994265258,0.166189215366609,4,1.06716024708629,0.781018108223439,1.28100564014205,0.240783363492277,1,1.09493048788562,0.256760199817555,2.02947264007505,11
124,B4_K04_I01-04-05-06,Branch4,4,4,3,2.03950773330884,1,0,0.909970238095238,-31.4483700503663,-21.9062153736539,0.850621334210982,33.108820306456,-5.67810264470518,0.370250071637799,0.669297942073466,53.701672799973,-2.59836947530831,0.524911834923819,0.82325811703585,37.6946419433042,-4.94736840909146,0.417856107725047,0.889975902472999,26.6080854866391,-6.85052359320491,0.307200266636247,4,10.3899407838162,11,6,1.22810665795526,0.716264039846674,1.7862849193865,0.16324325479106,4,1.18699480050829,0.770834938456347,1.38971423553398,0.252241350799496,1,1.19539034006282,0.267221231619707,1.92738592365098,11
125,B4_K04_I01-04-05-07,Branch4,4,4,3,1.84282769753824,1,0,0.909970238095238,-31.0738059289259,-22.4058408333033,0.881046805441946,29.0821187935081,-6.55534262665473,0.372310989213782,0.727384417364227,47.7977064001851,-3.27068729444662,0.497528649214135,0.846401117398837,31.3753962359317,-5.54681499399398,0.404008547184037,0.913467897043626,24.8198700116947,-7.94757695449522,0.284954679137325,4,10.4267343151013,11,6,1.22023511244774,0.715567954044912,1.73443943034713,0.17303471153749,4,1.12940099439535,0.747180458087111,1.36737246098836,0.249292730076982,1,1.17449318373712,0.269212050354767,1.94677424697993,11
126,B4_K04_I01-04-05-08,Branch4,4,4,3,2.41421356237309,1,0,0.884672619047619,-31.5907512864355,-21.1423124623745,0.806729656656682,38.3977473423756,-4.58211504038483,0.409709539436428,0.640942946119489,55.2663993577814,-2.3169753483829,0.552013980959655,0.782571704159476,40.2853835877259,-4.11800989830163,0.43379173401961,0.865180567236511,33.8365745163234,-5.99647085227104,0.339438359222244,4,10.0950575471192,11,6,1.20990140019068,0.712699835251943,1.77259205723312,0.217117829788821,4,1.13031548869067,0.775777372389265,1.47132095237276,0.270938362325961,1,1.15022767764145,0.27896818651098,1.97207108611704,11
127,B4_K04_I01-04-05-09,Branch4,4,3,3,3.89212678276529,1,0,0.834077380952381,-31.6018123634221,-18.8805883181032,0.693669349205319,55.6222596083917,-2.87569588498065,0.487168520315063,0.562061248821382,64.6762194121464,-1.69112278089223,0.600296753584413,0.676571781055933,53.2800646052331,-2.67757182599767,0.505862955640364,0.728629412562701,53.5094090047331,-3.31864311303128,0.450455847600774,4,10.0204945012197,11,6,1.20673246323064,0.709309915188505,1.78292214573063,0.226248675145941,4,1.12412139575872,0.742353479847075,1.46896090088088,0.289136782865534,1,1.16111057319019,0.289215506927298,1.95939049891404,11
128,B4_K04_I01-04-06-07,Branch4,4,4,3,1.71198246026788,1,0,0.927827380952381,-31.3921185146376,-22.5581954199134,0.893522338782978,27.0781424120822,-7.04692061791943,0.348838872967238,0.715354945858118,46.5730159870403,-3.11572752173727,0.491216215527409,0.859693816935576,29.6821636750574,-5.8385729791748,0.392294751672709,0.926792223199083,22.1789361250837,-8.51180791784672,0.277785794845393,4,10.3384533657846,11,6,1.21326633906796,0.729211597147837,1.72233743176841,0.182500500517171,4,1.10732690134842,0.746651014910623,1.35423709736454,0.247880179293235,1,1.16842861491389,0.267830941857818,1.9523403116065,11
129,B4_K04_I01-04-06-08,Branch4,4,4,3,1.84282769753824,1,0,0.924107142857143,-31.8850343219564,-22.5043050417812,0.870813579984987,28.089177883016,-6.25770076184948,0.347659435428012,0.698751397873078,50.657238448466,-2.90950637408395,0.516177988603105,0.843564957212277,31.4972375190719,-5.44516933086892,0.376091748659029,0.9145209617528,21.8950539577549,-7.88453699498125,0.271718777264615,4,10.2528632022961,11,6,1.22086214548607,0.725953355419812,1.76442658117055,0.193709774619332,4,1.12960669104475,0.779277059186079,1.39141575414342,0.252423001651896,1,1.17272245130364,0.270177052203873,1.9490303361097,11
130,B4_K04_I01-04-06-09,Branch4,4,3,3,1.78196865016586,1,0,0.924107142857143,-31.5508799080823,-22.487708295624,0.844989153237952,31.1078329160959,-5.57537200806498,0.37571317877787,0.673430155842499,54.0254642163885,-2.63938320278258,0.50388288518389,0.825178547820671,35.0350457868693,-5.02338915177334,0.395117044108874,0.886218780204653,28.6977622040943,-6.69489439844237,0.320049645592075,4,10.4337509764583,11,6,1.24367346274035,0.729628963041485,1.80601197783997,0.176142829520548,4,1.1854949010531,0.770608938276123,1.41517786014661,0.255029930104424,1,1.20721308127599,0.273823178941469,1.91380907897176,11
131,B4_K04_I01-04-07-08,Branch4,4,4,3,2.03950773330883,1,0,0.90922619047619,-31.8347179021339,-21.9284995912853,0.862661586053394,30.5743761598794,-5.92365921623844,0.367335624506624,0.705201153645349,49.0344330158679,-2.99552048011153,0.510346157640449,0.831347476671408,35.6031097979264,-5.10406578358431,0.386372252551666,0.898544969436588,28.4908570050287,-7.15846740585739,0.317619888445505,4,10.3948850226613,11,6,1.2155708024367,0.702999420590119,1.71253957004721,0.190658703004063,4,1.08409448674132,0.721407714372635,1.34941900639676,0.258175292860091,1,1.16215226838674,0.27807113648009,1.95747465770169,11
132,B4_K04_I01-04-07-09,Branch4,4,3,3,1.96630756754375,1,0,0.915922619047619,-31.4778589356114,-22.4782898644328,0.87691843765945,31.1785204851236,-6.37414226686109,0.353132112970028,0.713800908372419,48.4875335842502,-3.09523389279372,0.500224216478023,0.85012494819378,35.364285007904,-5.60906876701871,0.370388516265437,0.896695781927943,27.782448207257,-7.08973463630775,0.313134195456996,4,10.3822635584268,11,6,1.23496556608853,0.716837322291274,1.77149562142209,0.193628227872368,4,1.12861014482276,0.734983893148223,1.38953693419121,0.259691557386747,1,1.1899305293965,0.277717850645338,1.93007525946133,11
133,B4_K04_I01-04-08-09,Branch4,4,3,3,3.73205080756888,1,0,0.877232142857143,-31.4210860596649,-20.1033919980652,0.799881902421349,44.6649358555246,-4.43596249911523,0.421869304591275,0.652936716825451,57.4424593930562,-2.42375306994053,0.538851818561493,0.782144263772063,43.838400558804,-4.10916930542364,0.428190550391509,0.8173604373521,42.8899741528434,-4.79189943782984,0.405398528937369,4,10.3334278304043,11,6,1.19798426434105,0.715422226627429,1.6518527670145,0.219072873388638,4,1.06540585608569,0.776628343450505,1.34931107311067,0.273906858637944,1,1.12093882932391,0.280511581931284,1.99888149357504,11
134,B4_K04_I01-05-06-07,Branch4,4,4,3,2.86467557480933,1,0,0.895833333333333,-31.6347490481419,-20.8329045095657,0.813475742409994,38.2064153137782,-4.74281229434098,0.400722454672058,0.677185987940129,54.2331641507209,-2.67141516363604,0.539273675017439,0.789968806122778,40.3419565938592,-4.281837361537,0.42612112359089,0.859603523020982,38.4325946731858,-5.84003407688532,0.330144141664004,4,10.5690974340238,11,6,1.21324812744934,0.715422226627429,1.72971207918667,0.139286631575601,4,1.09331039863095,0.781628691661102,1.33939213581913,0.24303280615439,1,1.14077622688092,0.262915361199105,1.98767786775909,11
